#
#
# US Geological Survey
# retrieved: 2019-04-03 21:19:48 EDT
# URL: https://nwis.waterdata.usgs.gov/pr/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in Puerto Rico.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#
#
# query started 2019-04-03 21:19:48 EDT
#
# there are 338 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd	nat_aqfr_cd	aqfr_cd	well_depth_va	hole_depth_va	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu
USGS	175857066175300	MAR VIEJO BTR WELL, SALINAS, PR	17.98052140	-66.29766820	S	NAD83	 6.0	  1	NGVD29	21010004										
USGS	175858066123100	TUMORES B WELL, SALINAS, PR	17.98079922	-66.20822260	S	NAD83	 56	8.2	NGVD29	21010004					1986-08-14	1986-08-14	1	--	--	0
USGS	175858066151600	FORTUNA 3 WELL, SALINAS, PR	17.98079916	-66.25405658	5	NAD83	 70.8	1.6	NGVD29	21010004					1960-10-19	2007-04-03	2	1960-10-19	2002-07-11	2
USGS	175858066152000	FORTUNA 2 WELL, SALINAS, PR	17.98079916	-66.25516770	S	NAD83	 71.0	  5	NGVD29	21010004										
USGS	175858066152300	PIEZOMETER USGS FORTUNA, SALINAS, PR	17.98079916	-66.25600100	S	NAD83	 69.0	  5	NGVD29	21010004					--	--	0	1985-08-05	1985-08-05	1
USGS	175858066152800	GON 2 WELL, SALINAS, PR	17.98079916	-66.25727880	5	NAD83	 56.43	1.6	NGVD29	21010004					--	--	0	1984-10-29	1984-10-29	1
USGS	175859066144400	CRIDS 4 WELL, SALINAS, PR	17.98107693	-66.24522310	5	NAD83	 71.11	7.1	NGVD29	21010004										
USGS	175859066144900	LAN 1 WELL, SALINAS, PR	17.98107693	-66.24655648	S	NAD83	 72.0	0.5	NGVD29	21010004					1960-10-18	1960-10-18	1	--	--	0
USGS	175859066162200	MAG 1 WELL, SALINAS, PR	17.98107693	-66.27239010	S	NAD83	 58	  5	NGVD29	21010004				180.0	1960-10-20	1986-08-08	2	1960-10-20	1960-10-20	1
USGS	175900066152800	SYNG 2 WELL, SALINAS, PR	17.98124358	-66.25733439	5	NAD83	 57.74	1.6	NGVD29	21010004										
USGS	175902066163800	PROVIDENCIA BTR WELL, SALINAS, PR	17.98191023	-66.27683460	S	NAD83	 56.0	  5	NGVD29	21010004					1960-10-20	1960-10-20	1	1926-04	1959-10-08	32
USGS	175903066165000	GODREAU 7 WELL, SALINAS, PR	17.98218800	-66.28016800	S	NAD83	 54	1.5	NGVD29	21010004	N300STHCST	110SCPL	120	140	--	--	0	1961-08-30	1961-08-30	1
USGS	175903066192000	POZAS 1 WELL, SALINAS, PR	17.98218806	-66.32183510	S	NAD83	 16.0	  3	NGVD29	21010004			144.0	160.0	1960-10-24	1960-10-24	1	1940-02-08	1940-02-08	1
USGS	175904066163700	PROVIDENCIA 2 WELL, SALINAS, PR	17.98246576	-66.27655680	S	NAD83	 56.0	  5	NGVD29	21010004			137.0	137.0	--	--	0	1948-04-12	1948-04-12	1
USGS	175904066181800	ISA DOMESTIC WELL, SALINAS, PR	17.98246578	-66.30461270	S	NAD83	 23	  3	NGVD29	21010004					1986-03-19	1989-05-24	4	--	--	0
USGS	175905066154700	RALV WELL, SALINAS, PR	17.98274352	-66.26266779	S	NAD83	 56	  3	NGVD29	21010004					1986-08-08	1986-08-08	1	--	--	0
USGS	175905066163000	AVEG WELL, SALINAS, PR	17.98288240	-66.27475127	5	NAD83	 61.78	6.2	NGVD29	21010004										
USGS	175905066163100	JPOL WELL, SALINAS, PR	17.98274353	-66.27497350	5	NAD83	 61.01	6.1	NGVD29	21010004										
USGS	175905066172000	PUEBLITO WELL, SALINAS, PR	17.98274353	-66.28850140	S	NAD83	 44.0	  5	NGVD29	21010004			112.0	126.0	--	--	0	1944-02-07	1944-02-07	1
USGS	175906066143000	HACIENDA SABATER 2 BTR WELL, SALINAS, PR	17.98302129	-66.24127860	S	NAD83	 72.0	0.5	NGVD29	21010004					1960-10-18	1960-10-18	1	--	--	0
USGS	175906066163300	MAPER WELL, SALINAS, PR	17.98310462	-66.27547350	5	NAD83	 61.31	 10	NGVD29	21010004										
USGS	175906066171600	CAR BTR WELL, SALINAS, PR	17.98302130	-66.28739030	S	NAD83	 46.0	  5	NGVD29	21010004					1960-10-20	1964-10-23	4	1923-04	1959-10	33
USGS	175907066163500	IALS WELL, SALINAS, P.R.	17.98343794	-66.27622350	5	NAD83	 62.03	6.2	NGVD29	21010004										
USGS	175908066143100	SABATER T-1 WELL, SALINAS, PR	17.98357682	-66.24155640	S	NAD83	 74.0	0.5	NGVD29	21010004					--	--	0	1960-10-21	1968-02-08	30
USGS	175908066180500	ISA 2 WELL, SALINAS, PR	17.98360460	-66.30069600	5	NAD83	 31.07	1.6	NGVD29	21010004	N300STHCST	110SCPL		180.0	1961-11-01	1962-03-28	2	1961-08-23	2015-10-09	3
USGS	175908066201400	TEXIDOR 4 WELL, SALINAS, PR	17.98357690	-66.33683520	S	NAD83	 52.0	  5	NGVD29	21010004										
USGS	175909066143200	SAB T-2 WELL, SALINAS, PR	17.98385459	-66.24183420	S	NAD83	 74.0	0.5	NGVD29	21010004					--	--	0	1961-07-11	1962-10-17	2
USGS	175909066185200	ISA 3 WELL, SALINAS, PR	17.98385463	-66.31433500	5	NAD83	 13.1	1.6	NGVD29	21010004					1960-10-21	1960-10-21	1	1961-10-31	2002-07-11	2
USGS	175910066122300	AMOR WELL, SALINAS, PR	17.98413240	-66.20627817	5	NAD83	 98.4	1.6	NGVD29	21010004					1986-03-25	1986-03-25	2	2002-07-09	2002-07-09	1
USGS	175910066143200	SABATER PUMP 3 WELL, SALINAS, PR	17.98413236	-66.24183420	S	NAD83	 75.0	2.5	NGVD29	21010004										
USGS	175910066155500	PIEZOMETER RASA D, SALINAS, PR	17.98435456	-66.26522337	5	NAD83	 72.18	1.6	NGVD29	21010004	N300STHCST	110SCPL		87	1986-03-19	2008-04-03	5	1985-08-01	2019-03-20	191
USGS	175910066155501	GODREAU FR WELL, SALINAS, PR	17.98441010	-66.26566780	5	NAD83	 72.20	0.5	NGVD29	21010004	N300STHCST	110SCPL			--	--	0	2015-10-08	2015-10-08	1
USGS	175910066185200	GODREAU BTR WELL, SALINAS, PR	17.98413239	-66.31405730	S	NAD83	 15.0	  3	NGVD29	21010004					--	--	0	1961-08-24	1961-08-24	1
USGS	175911066173700	SECOLA BTR WELL, SALINAS, PR	17.98441013	-66.29322370	S	NAD83	 43.0	  5	NGVD29	21010004					1960-10-21	1960-10-21	1	1961-08-23	1961-08-23	1
USGS	175911066181600	ISA OLD WELL, SALINAS, PR	17.98441014	-66.30405720	S	NAD83	 28.0	  3	NGVD29	21010004				200.0						
USGS	175912066125500	LUCE 25 WELL, SALINAS, PR	17.98468793	-66.21488939	S	NAD83	 102.0	0.5	NGVD29	21010004										
USGS	175912066162500	GODREAU-SOLAR 2 WELL, SALINAS, PR	17.98468788	-66.27322347	5	NAD83	 64.2	1.6	NGVD29	21010004					--	--	0	2002-07-09	2002-07-09	1
USGS	175912066180800	ISA 1 BTR WELL, SALINAS, PR	17.98468790	-66.30183490	S	NAD83	 31.0	  3	NGVD29	21010004										
USGS	175913066163500	GODREAU 3 WELL, SALINAS, PR	17.98496565	-66.27600128	S	NAD83	 66.0	  5	NGVD29	21010004			102.0	126.0	1960-10-20	1960-10-20	1	1962-01-24	1962-01-24	1
USGS	175914066163400	DSAN WELL, SALINAS, PR	17.98535452	-66.27569570	5	NAD83	 67.17	6.7	NGVD29											
USGS	175915066143501	CRIDS 7, SALINAS, PR	17.98560450	-66.24288980	5	NAD83	 82.03	8.2	NGVD29	21010004										
USGS	175915066143600	CRIDS 8 WELL, SALINAS, PR	17.98568784	-66.24299810	5	NAD83	 82.03	1.6	NGVD29	21010004	N300STHCST	110SCPL			--	--	0	2015-10-07	2015-10-07	1
USGS	175915066175700	VEL 2 WELL, SALINAS, PR	17.98549340	-66.29875150	S	NAD83	 37.74	1.6	NGVD29	21010004	N300STHCST	110SCPL			--	--	0	2015-10-09	2015-10-09	1
USGS	175916066183200	P-MAR WELL, SALINAS, PR	17.98579897	-66.30850160	S	NAD83	 30	  3	NGVD29	21010004					1986-08-07	1986-08-07	2	--	--	0
USGS	175916066202700	TEXIDOR 1 WELL, SALINAS, PR	17.98579904	-66.34044637	S	NAD83	 52.0	  5	NGVD29	21010004			167.75	168.0	1962-03-30	1967-12-04	6	1947	1947	1
USGS	175917066162000	GODREAU 4 WELL, SALINAS, PR	17.98635448	-66.27155678	5	NAD83	 72.5	1.6	NGVD29	21010004			140.0	160.0	1960-10-20	1960-10-20	1	1961-08-30	2002-07-10	2
USGS	175917066194300	POZAS 2 WELL, SALINAS, PR	17.98621566	-66.32841848	S	NAD83	 70.0	  5	NGVD29	21010004	N300STHCST	110SCPL			--	--	0	2008-04-02	2008-04-02	1
USGS	175919066203200	PIEZOMETER LUCE 1, SALINAS, PR	17.98663234	-66.34183530	S	NAD83	 52.0	  5	NGVD29	21010004										
USGS	175920066175800	CENTRO WELL, SALINAS, PR	17.98691000	-66.29905710	S	NAD83	 46	  3	NGVD29	21010004					1986-03-19	1986-03-19	2	--	--	0
USGS	175921066144500	LAN 2 WELL, SALINAS, PR	17.98657669	-66.24516757	5	NAD83	 87.84	1.6	NGVD29	21010004	N300STHCST	110SCPL			1960-10-18	2004-01-23	4	1961-09-12	2015-10-07	11
USGS	175921066165500	GODREAU 6 WELL, SALINAS, PR	17.98718778	-66.28155689	S	NAD83	 62	  5	NGVD29	21010004			150.0	150.0	1986-03-19	1988-03-15	3	1962-01-31	1962-01-31	1
USGS	175923066142300	PRWRA 5 WELL, SALINAS, PR	17.98774330	-66.23931190	5	NAD83	 85.0	1.6	NGVD29	21010004	N300STHCST	110SCPL		305.0	--	--	0	1971	2015-10-09	2
USGS	175923066174500	GRAVERA WELL, SALINAS, PR	17.98746555	-66.29572370	5	NAD83	 42	1.6	NGVD29	21010004					1989-05-24	1989-05-24	1	--	--	0
USGS	175924066165100	LAPA SUR WELL, SALINAS, PR	17.98802107	-66.28044577	S	NAD83	 65.0	  5	NGVD29	21010004										
USGS	175924066195800	TEXIDOR 5 WELL, SALINAS, PR	17.98802114	-66.33239070	S	NAD83	 82.0	  5	NGVD29	21010004										
USGS	175925066145400	PIEZOMETER B RASA, SALINAS, PR	17.97385502	-66.24905650	S	NAD83	 56	  5	NGVD29	21010004				109.00	1986-03-20	1986-08-08	3	1985-08-01	1985-08-01	1
USGS	175925066165100	AMA 1 WELL, SALINAS, PR	17.98829884	-66.28044577	S	NAD83	 66.0	  5	NGVD29	21010004				180.0	1960-10-20	1960-10-20	1	1960-10-20	1968-02-08	13
USGS	175926066141100	SAB VIEJO WELL, SALINAS, PR	17.98857660	-66.23600079	S	NAD83	 89.0	0.5	NGVD29	21010004			114.0	200.0	1960-10-18	1960-10-18	1	1947-12	1947-12	1
USGS	175926066183100	MOR 3 WELL, SALINAS, PR	17.98857663	-66.30822380	S	NAD83	 33.0	  5	NGVD29	21010004				7.5						
USGS	175927066201700	BVIE BTR WELL, SALINAS, PR	17.98885444	-66.33766850	S	NAD83	 90.0	  5	NGVD29	21010004			73.0	90.0						
USGS	175928066141900	PRWRA 2 WELL, SALINAS, PR	17.98877104	-66.23861190	5	NAD83	 88.59	1.6	NGVD29	21010004	N300STHCST	110SCPL		305.0	--	--	0	1971	2015-10-09	3
USGS	175928066174000	VEL 1 WELL, SALINAS, PR	17.98913214	-66.29405700	S	NAD83	 46.0	  5	NGVD29	21010004			101.0	107.0	1960-10-20	1960-10-20	1	1943-08	1943-08	1
USGS	175930066174200	V DOMESTIC WELL, SALINAS, PR	17.98968767	-66.29461259	S	NAD83	 46.0	  5	NGVD29	21010004				74.0						
USGS	175931066160100	GODREAU 5 WELL, SALINAS, PR	17.98968766	-66.26711228	5	NAD83	 83.6	1.6	NGVD29	21010004			146.0	146.0	1960-10-20	1986-08-07	4	1952-08	2002-07-10	2
USGS	175933066161800	AMA 2 WELL, SALINAS, PR	17.99004876	-66.27066787	5	NAD83	 82.75	1.6	NGVD29	21010004	N300STHCST	110SCPL	170.0	175.0	1960-10-20	2002-11-21	3	1948-05	2015-10-09	9
USGS	175936066182700	SAN BTR WELL, SALINAS, PR	17.99135428	-66.30711270	S	NAD83	 49.0	  5	NGVD29	21010004					--	--	0	1920-06	1920-06	1
USGS	175938066182800	MOR 1 WELL, SALINAS, PR	17.99190980	-66.30739048	S	NAD83	 49.0	  5	NGVD29	21010004										
USGS	175939066123000	RRIV WELL, SALINAS, PR	17.99243759	-66.20816709	5	NAD83	 243.84	 24	NGVD29	21010004										
USGS	175939066152700	COLORADO WELL, SALINAS, PR	17.99218755	-66.25711220	S	NAD83	 98.0	  5	NGVD29	21010004			350.0	350.0	--	--	0	1923	1923	1
USGS	175939066180900	MOR 2 WELL, SALINAS, PR	17.99218757	-66.30211270	S	NAD83	 72.0	  5	NGVD29	21010004				115.0	--	--	0	1961-10-19	1961-10-19	1
USGS	175942066124600	VMAR WELL, SALINAS, P.R.	17.99301256	-66.21248100	5	NAD83	 274.20	 27	NGVD29	21010004										
USGS	175942066170100	PIEZOMETER USA 1, SALINAS, PR	17.99302085	-66.28322360	S	NAD83	 66.0	  5	NGVD29	21010004			48.0	57.0	--	--	0	1941-06-08	1941-06-08	1
USGS	175943066125300	RLEW WELL, SALINAS, PR	17.99349309	-66.21452829	5	NAD83	 103.32	 10	NGVD29	21010004										
USGS	175943066150600	PORRATA VIEJO WELL, SALINAS, PR	17.99329860	-66.25127880	S	NAD83	 95.0	  5	NGVD29	21010004			128.0	272.0	--	--	0	1938-07	1938-07	1
USGS	175944066142100	PRWRA 3 WELL, SALINAS, PR	17.99327085	-66.23866749	5	NAD83	 108.28	1.6	NGVD29	21010004	N300STHCST	110SCPL		305.0	--	--	0	1971-05-10	2015-10-09	3
USGS	175947066130600	PIEZOMETER AGUIRRE HW 5, SALINAS, PR	17.99413195	-66.21600050	S	NAD83	 135	16	NGVD29	21010004					--	--	0	2017-04-21	2017-04-21	1
USGS	175947066130601	PIEZOMETER AGUIRRE HW 5B, SALINAS, PR	17.99413195	-66.21600050	S	NAD83	 135.0	 16	NGVD29	21010004	N300STHCST	110SCPL	51	52	2004-02-05	2008-04-03	6	1987-09-01	2019-04-02	300
USGS	175947066130602	PIEZOMETER AGUIRRE HW 5C, SALINAS, PR	17.99413195	-66.21600050	S	NAD83	 135	16	NGVD29	21010004				9						
USGS	175947066130603	PIEZOMETER AGUIRRE HW 5D, SALINAS, PR	17.99413195	-66.21600050	S	NAD83	 135	16	NGVD29	21010004			21	21	--	--	0	1987-09-30	1987-09-30	1
USGS	175947066130604	PIEZOMETER AGUIRRE HW 5E, SALINAS, PR	17.99413195	-66.21600050	S	NAD83	 135.0	 16	NGVD29	21010004			20.0	100.0	1988-05-04	1988-05-09	2	1988-05-09	1988-05-09	1
USGS	175950066125200	PIEZOMETER AGUIRRE HW 10, SALINAS, PR	17.99524300	-66.21405600	S	NAD83	 151	16	NGVD29	21010004			54	55	--	--	0	1987-09-17	1990-09-05	47
USGS	175950066125201	PIEZOMETER AGUIRRE HW 10B, SALINAS, PR	17.99524300	-66.21405600	S	NAD83	 151	16	NGVD29	21010004			35	35	--	--	0	1987-12-02	1987-12-02	1
USGS	175950066125202	PIEZOMETER AGUIRRE HW 10C, SALINAS, PR	17.99524300	-66.21405600	S	NAD83	 151.0	 16	NGVD29	21010004			43.0	100.0	1988-04-27	1988-04-29	2	1988-04-29	1988-04-29	1
USGS	175951066192600	HLC WELL, 4, SALINAS, PR	17.99571520	-66.32352948	5	NAD83	 110.24	 10	NGVD29	21010004										
USGS	175952066125400	OREGANO 1 WELL, SALINAS, PR	17.99579855	-66.21461160	S	NAD83	 157.0	  5	NGVD29	21010004					--	--	0	1960-10-13	1967-11-02	6
USGS	175952066162400	PIEZOMETER USA TW-2, SALINAS, PR	17.99579850	-66.27294570	S	NAD83	 89.0	  5	NGVD29	21010004			157.0	165.0	--	--	0	1941-07-10	1941-07-10	1
USGS	175953066124400	PIEZOMETER AGUIRRE HW 16, SALINAS, PR	17.99607630	-66.21183380	S	NAD83	 171.0	 16	NGVD29	21010004			132.0	147.0	1988-05-03	1988-05-04	2	1988-05-04	1988-05-04	1
USGS	175953066192700	CAS 3 WELL, SALINAS, PR	17.99607630	-66.32377948	S	NAD83	 115.0	  5	NGVD29	21010004				225.0						
USGS	175956066150800	LA ALIANZA WELL, SALINAS, PR	17.99690956	-66.25183430	S	NAD83	 108.0	  5	NGVD29	21010004										
USGS	175956066200400	HACIENDA LAS CAROLINAS 3 WELL, SALINAS, PR	17.99715960	-66.33427960	5	NAD83	 135.89	 10	NGVD29	21010004					--	--	0	1967-02-01	1967-02-01	1
USGS	175956066205400	SOS 1 WELL, SALINAS, PR	17.99690963	-66.34794630	S	NAD83	 148.0	  5	NGVD29	21010004			136.0	142.0	1967-02-01	1967-02-01	1	1960-12-28	1960-12-28	1
USGS	175957066122800	PIEZOMETER AGUIRRE HW 20, SALINAS, PR	17.99718738	-66.20738930	S	NAD83	 210.0	 10	NGVD29	21010004			56.0	100.0	1988-07-11	1988-07-11	2	1988-07-11	1988-07-11	1
USGS	175957066123200	PIEZOMETER AGUIRRE HW 12, SALINAS, PR	17.99718738	-66.20850040	S	NAD83	 195	16	NGVD29	21010004			22	24	--	--	0	1987-12-07	1987-12-07	1
USGS	175957066123400	PIEZOMETER AGUIRRE HW 13, SALINAS, PR	17.99718738	-66.20905600	S	NAD83	 201	 16	NGVD29	21010004			69	69	--	--	0	1987-10-29	2002-08-02	154
USGS	175957066123700	PIEZOMETER AGUIRRE HW 6, SALINAS, PR	17.99718738	-66.20988930	S	NAD83	 207	16	NGVD29	21010004			49	53	--	--	0	1987-09-02	1987-09-02	1
USGS	175957066141200	RGON 1 WELL, SALINAS, PR	17.99718734	-66.23627857	S	NAD83	 139.0	  5	NGVD29	21010004										
USGS	175957066193400	CAS 4 WELL, SALINAS, PR	17.99718737	-66.32572390	S	NAD83	 112.0	  5	NGVD29	21010004				225.0	--	--	0	1960-12-06	1960-12-06	1
USGS	175957066200800	SAN JOSE 1 WELL, SALINAS, PR	17.99718738	-66.33516850	S	NAD83	 140.0	  5	NGVD29	21010004			117.0	117.0	--	--	0	1967-01-31	1968-01-11	15
USGS	175958066131000	NORIA DOMESTIC WELL, SALINAS, PR	17.99746513	-66.21905610	S	NAD83	 157.0	  5	NGVD29	21010004				65.0	1961-11-01	1988-06-23	3	1961-09-13	1987-10	6
USGS	175958066194100	CAS 2 WELL, SALINAS, PR	17.99746513	-66.32766839	S	NAD83	 118.0	  5	NGVD29	21010004										
USGS	175958066200800	HLC WELL, 2, SALINAS, PR	17.99754847	-66.33539068	5	NAD83	 141.08	 10	NGVD29	21010004										
USGS	175959066141500	RGON 2 WELL, SALINAS, PR	17.99774287	-66.23711190	S	NAD83	 123.0	2.5	NGVD29	21010004			51.0	63.0	1961-11-01	2002-11-27	4	1961-09-13	1964-10-21	5
USGS	175959066192400	CAS 1 WELL, SALINAS, PR	17.99774290	-66.32294610	S	NAD83	 105.0	  5	NGVD29	21010004				100.0	--	--	0	1960-12-06	1960-12-06	1
USGS	175959066201200	HACIENDA LAS CAROLINAS 1 WELL, SALINAS, PR	17.99774290	-66.33650180	5	NAD83	 145.05	 10	NGVD29	21010004					1961-11-01	1967-02-01	2	1960-12-28	1960-12-28	1
USGS	180000066125200	PIEZOMETER AGUIRRE HW 4, SALINAS, PR	17.99802067	-66.21405600	S	NAD83	 187	16	NGVD29	21010005			48	48.5	--	--	0	1987-09-01	1990-09-05	52
USGS	180000066125201	PIEZOMETER AGUIRRE HW 4B, SALINAS, PR	17.99802067	-66.21405600	S	NAD83	 187	16	NGVD29	21010005			20.0	20.0						
USGS	180000066125202	PIEZOMETER AGUIRRE HW 4C, SALINAS, PR	17.99802067	-66.21405600	S	NAD83	 187	16	NGVD29	21010005			27	27	--	--	0	1987-09-29	1987-09-29	1
USGS	180000066125203	PIEZOMETER AGUIRRE HW 4D, SALINAS, PR	17.99802067	-66.21405600	S	NAD83	 187	16	NGVD29	21010005			20	20						
USGS	180000066125204	PIEZOMETER AGUIRRE HW 4E, SALINAS, PR	17.99802067	-66.21405600	S	NAD83	 187	5	NGVD29	21010005			33	95	1988-04-06	1988-04-07	3	--	--	0
USGS	180002066123100	PIEZOMETER AGUIRRE HW 18, SALINAS, PR	17.99857620	-66.20822270	S	NAD83	 233.0	 10	NGVD29	21010005				106.0	1988-06-09	1988-06-10	3	1988-06-10	1988-06-10	1
USGS	180002066124800	OREGANO 2 WELL, SALINAS, PR	17.99857620	-66.21294490	S	NAD83	 197.0	  5	NGVD29	21010005			62.0	62.0	--	--	0	1962-03-28	1962-03-28	1
USGS	180002066132200	PIEZOMETER AGUIRRE HW 1, SALINAS, PR	17.99857619	-66.22238950	S	NAD83	 194	 16	NGVD29	21010005			39.5	39.5	--	--	0	1987-09-11	2002-09-13	150
USGS	180002066132201	PIEZOMETER AGUIRRE HW 1B, SALINAS, PR	17.99857619	-66.22238950	S	NAD83	 194	 16	NGVD29	21010005			23	25						
USGS	180002066200200	SOS 3 WELL, SALINAS, PR	17.99857620	-66.33350178	S	NAD83	 151.0	  5	NGVD29	21010004					--	--	0	1961-03-02	1964-10-22	8
USGS	180004066130200	PIEZOMETER AGUIRRE HW 21, SALINAS, PR	17.99913173	-66.21683388	S	NAD83	 190.0	  5	NGVD29	21010005			75.0	120.0	1988-07-15	1988-07-18	2	1988-07-18	1988-07-18	1
USGS	180004066141200	CIANCHINI 1 WELL, SALINAS, PR	17.99913170	-66.23627857	S	NAD83	 135.0	  5	NGVD29	21010005				80.0						
USGS	180005066201200	SERR WELL, SALINAS, PR	17.99940950	-66.33627958	S	NAD83	 154.0	  5	NGVD29	21010004				500.0	--	--	0	1967-02	1968-01-11	15
USGS	180006066123700	PIEZOMETER AGUIRRE HW 7, SALINAS, PR	17.99968728	-66.20988930	S	NAD83	 253	 16	NGVD29	21010005			82	88	--	--	0	1987-09-04	1990-09-05	49
USGS	180006066123701	PIEZOMETER AGUIRRE HW 7B, SALINAS, PR	17.99968728	-66.20988930	S	NAD83	 253	16	NGVD29	21010005			45	45	--	--	0	1987-10-26	1987-10-26	1
USGS	180006066123702	PIEZOMETER AGUIRRE HW 7C, SALINAS, PR	17.99968728	-66.20988930	S	NAD83	 253.0	 16	NGVD29	21010005			80.0	80.0	1988-05-17	1988-05-18	3	1988-05-18	1988-05-18	1
USGS	180007066140000	HUCAR 17 WELL, SALINAS, PR	17.99999279	-66.23308409	S	NAD83	 157	 15	NGVD29	21010004										
USGS	180008066135900	HUCAR 18 WELL, SALINAS, PR	18.00024278	-66.23266740	S	NAD83	 161	 10	NGVD29	21010004					2002-03-13	2014-10-09	3	--	--	0
USGS	180009066140600	HUCAR 16 WELL, SALINAS, PR	18.00054830	-66.23475078	S	NAD83	 144	 10	NGVD29	21010004										
USGS	180010066135700	HUCAR 19 WELL, SALINAS, PR	18.00079830	-66.23211190	S	NAD83	 166	 16	NGVD29	21010004										
USGS	180012066125500	PIEZOMETER AGUIRRE HW 11, SALINAS, PR	18.00135387	-66.21488940	S	NAD83	 246	16	NGVD29	21010005			94	94.9	--	--	0	1987-10-08	1990-09-05	47
USGS	180012066125501	PIEZOMETER AGUIRRE HW 11B, SALINAS, PR	18.00135387	-66.21488940	S	NAD83	 246	16	NGVD29	21010005			85	85	--	--	0	1988-01-04	1988-01-04	1
USGS	180012066125502	PIEZOMETER AGUIRRE HW 11C, SALINAS, PR	18.00135387	-66.21488940	S	NAD83	 246.0	 16	NGVD29	21010005			97.0	200.0	1988-05-23	1988-05-31	2	1988-05-31	1990-09-05	19
USGS	180012066135100	HUCAR 20 WELL, SALINAS, PR	18.00149273	-66.23030628	S	NAD83	 180	 18	NGVD29	21010004										
USGS	180014066140400	HUCAR 15 WELL, SALINAS, PR	18.00190937	-66.23405630	S	NAD83	 161	 15	NGVD29	21010004										
USGS	180015066135600	HUCAR 11 WELL, SALINAS, PR	18.00218714	-66.23175070	S	NAD83	 173	 17	NGVD29	21010004			68.0	68.0						
USGS	180015066140100	HUCAR 14 WELL, SALINAS, PR	18.00224269	-66.23325080	S	NAD83	 164	 10	NGVD29	21010004			150							
USGS	180016066132200	JMAR WELL, SALINAS, PR	18.00246492	-66.22238950	S	NAD83	 229.67	 10	NGVD29	21010004				80.0	--	--	0	1989-06-15	1989-06-15	1
USGS	180017066132100	PIEZOMETER AGUIRRE HW 2, SALINAS, PR	18.00274269	-66.22211170	S	NAD83	 226	 16	NGVD29	21010005			70.0	74.0	--	--	0	1987-09-04	1990-12-18	45
USGS	180017066132101	PIEZOMETER AGUIRRE HW 2B, SALINAS, PR	18.00274269	-66.22211170	S	NAD83	 226	 16	NGVD29	21010005			29.5	30.0						
USGS	180018066131700	JCAR WELL, SALINAS, P.R.	18.00321489	-66.22105620	5	NAD83	 244.09	 24	NGVD29	21010004										
USGS	180023066175400	THEATRE 1 WELL, SALINAS, PR	18.00440926	-66.29794600	S	NAD83	 131.0	  5	NGVD29	21010004			80.0	150.0	1951-01-01	1951-01-01	1	1949-06-08	1989-07-19	43
USGS	180024066140100	HUCAR 3 WELL, SALINAS, PR	18.00468704	-66.23322299	S	NAD83	 180	 10	NGVD29	21010004			65	65	2002-03-14	2002-11-26	2	--	--	0
USGS	180025066131600	RRIVE WELL, SALINAS, PR	18.00507593	-66.22083390	5	NAD83	 262.48	 32	NGVD29	21010004										
USGS	180026066131500	ACAR WELL, SALINAS, P.R.	18.00549258	-66.22055620	5	NAD83	 275.60	 27	NGVD29	21010004										
USGS	180026066131600	JROS WELL, SALINAS, P.R.	18.00538147	-66.22088950	5	NAD83	 262.48	 26	NGVD29	21010004										
USGS	180031066130600	ISAN WELL, SALINAS, P.R.	18.00665920	-66.21808390	5	NAD83	 293.25	 29	NGVD29	21010004										
USGS	180031066135200	HUCAR 9 WELL, SALINAS, PR	18.00652030	-66.23058407	S	NAD83	 203	 20	NGVD29	21010004			75							
USGS	180031066135400	HUCAR 10 WELL, SALINAS, PR	18.00649252	-66.23141740	S	NAD83	 193	 19	NGVD29	21010004										
USGS	180031066140900	HUCAR 2 WELL, SALINAS, PR	18.00663140	-66.23544520	S	NAD83	 171	 10	NGVD29	21010004			100.0	100.0						
USGS	180033066140900	HUCAR 1 WELL, SALINAS, PR	18.00718693	-66.23544520	S	NAD83	 180	 10	NGVD29	21010004					2002-03-14	2003-02-21	11	2002-01-11	2002-01-11	1
USGS	180034066131000	PASTO 1 WELL, SALINAS, PR	18.00746472	-66.21905610	S	NAD83	 272.0	  5	NGVD29	21010005					--	--	0	1989-06-15	1989-06-15	1
