# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-27 12:01:55 EDT       (nadww01)
#
# US Geological Survey groundwater levels
#
# Data for the following 10 site(s) are contained in this file
#    USGS 175837066165400 CAR WELL, SALINAS, PR 
#    USGS 175950066125200 PIEZOMETER AGUIRRE HW 10, SALINAS, PR 
#    USGS 175957066123400 PIEZOMETER AGUIRRE HW 13, SALINAS, PR 
#    USGS 180000066125200 PIEZOMETER AGUIRRE HW 4, SALINAS, PR 
#    USGS 180002066132200 PIEZOMETER AGUIRRE HW 1, SALINAS, PR 
#    USGS 180006066123700 PIEZOMETER AGUIRRE HW 7, SALINAS, PR 
#    USGS 180012066125500 PIEZOMETER AGUIRRE HW 11, SALINAS, PR 
#    USGS 180017066132100 PIEZOMETER AGUIRRE HW 2, SALINAS, PR 
#    USGS 180023066175400 THEATRE 1 WELL, SALINAS, PR 
#    USGS 180206066135500 PIEZOMETER RM 5, SALINAS, PR 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#     D          Site was dry (no water level was recorded).
#     S          Nearby site that taps the same aquifer was being pumped.
#     Z          Other conditions existed that would affect the measured water level (explain in remarks).
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     ""         Not determined
#     1          Water level accuracy to nearest tenth of a foot
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     R          Reported, method not known.
#     S          Steel-tape measurement.
#     U           Unknown method.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	180000066125200	GW	1987-10-08			25.40					D	2	U	S	A
USGS	180000066125200	GW	1987-10-26			25.56					D	2	U	S	A
USGS	180000066125200	GW	1987-11-02			25.66					D	2	U	S	A
USGS	180000066125200	GW	1987-11-18			25.42					D	2	U	S	A
USGS	180000066125200	GW	1987-12-01			9.91					D	2	U	S	A
USGS	180000066125200	GW	1987-12-07			11.72					D	2	U	S	A
USGS	180000066125200	GW	1987-12-11			11.26					D	2	U	S	A
USGS	180000066125200	GW	1987-12-14			11.52					D	2	U	S	A
USGS	180000066125200	GW	1987-12-21			13.17					D	2	U	S	A
USGS	180000066125200	GW	1987-12-23			13.70					D	2	U	S	A
USGS	180000066125200	GW	1988-01-04			15.72					D	2	U	S	A
USGS	180000066125200	GW	1988-01-11			16.43					D	2	U	S	A
USGS	180000066125200	GW	1988-01-19			16.96					D	2	U	S	A
USGS	180000066125200	GW	1988-01-25			17.25					D	2	U	S	A
USGS	180000066125200	GW	1988-02-04			17.50					D	2	U	S	A
USGS	180000066125200	GW	1988-02-08			17.57					D	2	U	S	A
USGS	180000066125200	GW	1988-02-16			17.70					D	2	U	S	A
USGS	180000066125200	GW	1988-02-22			17.87					D	2	U	S	A
USGS	180000066125200	GW	1988-02-29			18.0					D	1	U	S	A
USGS	180000066125200	GW	1988-03-07			17.98					D	2	U	S	A
USGS	180000066125200	GW	1988-04-05	09:00	AST	18.39					m	2	U	S	A
USGS	180000066125200	GW	1988-05-12	09:33	AST	19.20					m	2	U	S	A
USGS	180000066125200	GW	1988-06-09	10:50	AST	19.99					m	2	U	S	A
USGS	180000066125200	GW	1988-07-14	11:33	AST	20.46					m	2	U	S	A
USGS	180000066125200	GW	1988-08-09	13:00	AST	21.38					m	2	U	S	A
USGS	180000066125200	GW	1988-09-19	11:23	AST	21.50					m	2	U	S	A
USGS	180000066125200	GW	1988-10-13	11:35	AST	21.24					m	2	U	S	A
USGS	180000066125200	GW	1988-11-10	10:52	AST	20.21					m	2	U	S	A
USGS	180000066125200	GW	1988-12-06	14:50	AST	39.01					m	2	U	S	A
USGS	180000066125200	GW	1989-01-05	08:35	AST	39.32					m	2	U	S	A
USGS	180000066125200	GW	1989-02-07	14:45	AST	39.60					m	2	U	S	A
USGS	180000066125200	GW	1989-02-10	09:30	AST	22.91					m	2	U	S	A
USGS	180000066125200	GW	1989-03-15	09:24	AST	23.35					m	2	U	S	A
USGS	180000066125200	GW	1989-04-10	09:06	AST	23.58					m	2	U	S	A
USGS	180000066125200	GW	1989-06-12	10:37	AST	24.49					m	2	U	S	A
USGS	180000066125200	GW	1989-07-25	11:34	AST	25.01					m	2	U	S	A
USGS	180000066125200	GW	1989-10-13	11:13	AST	23.75					m	2	U	U	A
USGS	180000066125200	GW	1989-11-20	11:58	AST	24.23					m	2	U	U	A
USGS	180000066125200	GW	1989-12-11	10:01	AST	24.80					m	2	U	U	A
USGS	180000066125200	GW	1990-03-16	13:16	AST	26.64					m	2	U	U	A
USGS	180000066125200	GW	1990-04-11	12:23	AST	27.09					m	2	U	U	A
USGS	180000066125200	GW	1990-05-04	12:02	AST	27.39					m	2	U	U	A
USGS	180000066125200	GW	1990-06-04	08:51	AST	27.85					m	2	U	U	A
USGS	180000066125200	GW	1990-07-10	11:02	AST	28.4					m	1	U	S	A
USGS	180000066125200	GW	1990-08-07	11:09	AST	28.8					m	1	U	S	A
USGS	180000066125200	GW	1990-09-05	13:07	AST	29.4					m	1	U	S	A
USGS	180002066132200	GW	1987-09-11			27.9					D	1	U	S	A
USGS	180002066132200	GW	1987-09-14			27.75					D	2	U	S	A
USGS	180002066132200	GW	1987-10-08			28.32					D	2	U	S	A
USGS	180002066132200	GW	1987-11-02			28.12					D	2	U	S	A
USGS	180002066132200	GW	1987-12-01			22.13					D	2	U	S	A
USGS	180002066132200	GW	1987-12-07			19.99					D	2	U	S	A
USGS	180002066132200	GW	1987-12-11			19.12					D	2	U	S	A
USGS	180002066132200	GW	1987-12-14			18.66					D	2	U	S	A
USGS	180002066132200	GW	1987-12-21			18.23					D	2	U	S	A
USGS	180002066132200	GW	1987-12-23			18.22					D	2	U	S	A
USGS	180002066132200	GW	1988-01-04			18.41					D	2	U	S	A
USGS	180002066132200	GW	1988-01-11			18.57					D	2	U	S	A
USGS	180002066132200	GW	1988-01-19			18.65					D	2	U	S	A
USGS	180002066132200	GW	1988-01-25			18.69					D	2	U	S	A
USGS	180002066132200	GW	1988-02-04			18.75					D	2	U	S	A
USGS	180002066132200	GW	1988-02-08			18.79					D	2	U	S	A
USGS	180002066132200	GW	1988-02-16			18.89					D	2	U	S	A
USGS	180002066132200	GW	1988-02-22			19.0					D	1	U	S	A
USGS	180002066132200	GW	1988-02-29			19.10					D	2	U	S	A
USGS	180002066132200	GW	1988-03-07			19.23					D	2	U	S	A
USGS	180002066132200	GW	1988-04-14	13:00	AST	19.82			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-05-10	13:48	AST	20.07			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-06-09	11:45	AST	20.74			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-07-13	14:03	AST	21.24			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-08-08	12:52	AST	22.19			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-09-20	11:02	AST	22.40			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-10-13	10:22	AST	23.10			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-11-07	09:45	AST	23.02			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1988-11-10	09:45	AST	23.02					m	2	U	S	A
USGS	180002066132200	GW	1988-12-13	13:13	AST	23.95			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-01-17	11:55	AST	24.90			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-02-10	10:48	AST	25.48					m	2	U	S	A
USGS	180002066132200	GW	1989-02-10	11:00	AST	25.48			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-03-15	10:48	AST	25.48			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-04-10	10:09	AST	26.47			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-05-10	14:22	AST	27.05			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-06-12	09:23	AST	27.79			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-08-14	10:31	AST	28.71			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-09-11	14:09	AST	29.01			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-10-13	14:42	AST	27.39			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1989-10-13	15:03	AST	27.39					m	2	U	U	A
USGS	180002066132200	GW	1989-11-20	10:26	AST	27.82					m	2	U	U	A
USGS	180002066132200	GW	1989-11-20	10:36	AST	27.82			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-01-19	10:27	AST	28.88			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-02-15	08:15	AST	29.32			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-04-11	10:06	AST	29.89			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-05-04	13:22	AST	29.88			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-06-04	08:01	AST	30.35			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-07-10	10:10	AST	30.41			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-09-05	11:36	AST	31.08			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1990-12-18	10:57	AST	19.34			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1991-05-31	13:00	AST	20.66			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1991-07-30	11:49	AST	24.01			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1991-08-23	13:37	AST	25.16			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1991-09-30	13:50	AST	26.51			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1991-10-21	15:35	AST	26.94			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-02-07	08:40	AST	29.82			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-03-23	09:56	AST	30.19			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-03-31	13:30	AST	27.45			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-05-22	09:27	AST	28.44			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-06-24	11:13	AST	24.83			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-09-15	15:32	AST	26.26			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-10-27	13:02	AST	26.38			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-11-17	11:22	AST	26.66			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1992-12-16	07:53	AST	26.83			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-01-21	08:18	AST	27.76			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-02-17	06:50	AST	28.17			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-03-12	08:21	AST	28.76			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-06-18	07:18	AST	29.16			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-08-19	13:29	AST	29.40			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-09-21	10:15	AST	29.51			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-11-18	10:09	AST	29.99			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1993-12-17	14:09	AST	30.23			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-01-27	09:20	AST	30.47			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-02-09	09:05	AST	30.42			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-03-08	10:00	AST	30.21			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-04-26	07:10	AST	30.55			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-05-17	13:55	AST	30.56			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-06-15	09:54	AST	30.73			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-09-14	13:10	AST	31.95			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-10-04	08:25	AST	31.89			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1994-11-01	14:17	AST	31.46			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-01-09	11:17	AST	32.11			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-02-14	13:25	AST	32.62			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-03-07	07:56	AST	32.78			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-04-10	08:24	AST	33.06			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-05-08	09:19	AST	33.26			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-06-12	08:48	AST	33.66			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-07-10	07:45	AST	33.91			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-08-07	11:02	AST	34.17			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-09-12	08:18	AST	34.44			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1995-10-10	09:19	AST	34.27			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-01-29	10:44	AST	35.28			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-02-08	08:30	AST	35.34			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-03-13	13:22	AST	35.68			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-04-24	10:38	AST	36.56			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-08-12	09:00	AST	38.82			S	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-10-08	09:04	AST	31.16			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1996-12-11	14:30	AST	28.14			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-01-14	07:30	AST	27.11			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-01-29	09:52	AST	26.79			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-03-10	08:01	AST	26.29			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-05-14	12:10	AST	26.26			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-07-08	08:35	AST	27.04			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-10-24	12:00	AST	27.33			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1997-12-16	08:49	AST	26.54			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-01-20	13:50	AST	27.26			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-02-10	07:05	AST	27.68			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-03-11	08:35	AST	28.19			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-04-08	09:25	AST	28.66			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-05-06	08:25	AST	29.02			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-06-02	08:01	AST	29.54			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-07-22	08:26	AST	30.45			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-09-11	11:43	AST	30.10			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1998-11-18	09:32	AST	21.30			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-01-19	11:14	AST	19.21			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-02-17	13:27	AST	19.55			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-03-09	08:54	AST	19.05			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-04-07	09:15	AST	19.46			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-05-11	11:54	AST	20.16			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-06-02	08:35	AST	20.61			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-07-13	08:45	AST	21.54			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-08-09	10:00	AST	22.21			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-10-13	11:00	AST	21.68			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-11-23	12:26	AST	16.55			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	1999-12-07	09:30	AST	16.34			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-01-28	11:30	AST	16.51			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-02-16	07:23	AST	16.64			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-03-30	09:15	AST	20.02			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-06-26	09:39	AST	21.16			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-07-24	12:08	AST	22.40				USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-08-21	09:15	AST	23.06			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-10-12	10:07	AST	21.68			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-10-23	09:27	AST	21.73				USGS	m	2	S	S	A
USGS	180002066132200	GW	2000-11-20	09:03	AST	22.80				USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-02-26	10:14	AST	24.98				USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-03-06	08:55	AST	24.99				USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-04-12	11:54	AST	25.31			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-05-07	14:08	AST	25.59				USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-06-04	13:25	AST	15.69			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-07-05	15:03	AST	26.44			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-09-20	07:55	AST	24.92				USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-10-19	08:48	AST	25.31			Z	USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-11-07	08:05	AST	25.73				USGS	m	2	S	S	A
USGS	180002066132200	GW	2001-12-18	08:49	AST	26.48				USGS	m	2	S	S	A
USGS	180002066132200	GW	2002-02-15	11:52	AST	26.99				USGS	m	2	S	S	A
USGS	180002066132200	GW	2002-03-14	15:52	AST	27.10				USGS	m	2	S	S	A
USGS	180002066132200	GW	2002-04-24	13:08	AST	27.22				USGS	m	2	S	S	A
USGS	180002066132200	GW	2002-08-02	11:17	AST	28.35				USGS	m	2	S	S	A
USGS	180002066132200	GW	2002-09-13	10:09	AST	29.05				USGS	m	2	S	S	A
USGS	180006066123700	GW	1987-09-04			39.25					D	2	U	S	A
USGS	180006066123700	GW	1987-09-11			37.06					D	2	U	S	A
USGS	180006066123700	GW	1987-10-08			37.64					D	2	U	S	A
USGS	180006066123700	GW	1987-11-02			37.95					D	2	U	S	A
USGS	180006066123700	GW	1987-11-09			37.06				USGS	D	2	S	S	A
USGS	180006066123700	GW	1987-11-19			38.05					D	2	U	S	A
USGS	180006066123700	GW	1987-12-01			28.50					D	2	U	S	A
USGS	180006066123700	GW	1987-12-03			28.00					D	2	U	S	A
USGS	180006066123700	GW	1987-12-07			27.75					D	2	U	S	A
USGS	180006066123700	GW	1987-12-11			27.21					D	2	U	S	A
USGS	180006066123700	GW	1987-12-17			25.90					D	2	U	S	A
USGS	180006066123700	GW	1987-12-21			25.81					D	2	U	S	A
USGS	180006066123700	GW	1987-12-23			25.64					D	2	U	S	A
USGS	180006066123700	GW	1988-01-04			24.52					D	2	U	S	A
USGS	180006066123700	GW	1988-01-11			23.64					D	2	U	S	A
USGS	180006066123700	GW	1988-01-19			22.73					D	2	U	S	A
USGS	180006066123700	GW	1988-01-25			22.20					D	2	U	S	A
USGS	180006066123700	GW	1988-02-04			21.78					D	2	U	S	A
USGS	180006066123700	GW	1988-02-08			21.75					D	2	U	S	A
USGS	180006066123700	GW	1988-02-16			21.87					D	2	U	S	A
USGS	180006066123700	GW	1988-02-22			22.14					D	2	U	S	A
USGS	180006066123700	GW	1988-02-29			22.40					D	2	U	S	A
USGS	180006066123700	GW	1988-03-07			22.60					D	2	U	S	A
USGS	180006066123700	GW	1988-03-31	12:00	AST	23.77					m	2	U	S	A
USGS	180006066123700	GW	1988-05-12	11:12	AST	25.88					m	2	U	S	A
USGS	180006066123700	GW	1988-06-09	09:50	AST	27.10					m	2	U	S	A
USGS	180006066123700	GW	1988-07-14	13:08	AST	28.41					m	2	U	S	A
USGS	180006066123700	GW	1988-08-09	13:41	AST	29.61					m	2	U	S	A
USGS	180006066123700	GW	1988-09-20	15:45	AST	29.44					m	2	U	S	A
USGS	180006066123700	GW	1988-10-13	12:44	AST	30.19					m	2	U	S	A
USGS	180006066123700	GW	1988-11-07	11:19	AST	29.49					m	2	U	S	A
USGS	180006066123700	GW	1988-12-13	11:14	AST	30.44					m	2	U	S	A
USGS	180006066123700	GW	1989-01-17	09:14	AST	31.43					m	2	U	S	A
USGS	180006066123700	GW	1989-02-09	11:45	AST	31.94					m	2	U	S	A
USGS	180006066123700	GW	1989-03-15	08:34	AST	32.26					m	2	U	S	A
USGS	180006066123700	GW	1989-04-07	11:30	AST	32.86					m	2	U	S	A
USGS	180006066123700	GW	1989-05-10	13:06	AST	33.14					m	2	U	S	A
USGS	180006066123700	GW	1989-06-12	11:52	AST	33.49					m	2	U	S	A
USGS	180006066123700	GW	1989-07-25	11:20	AST	34.07					m	2	U	S	A
USGS	180006066123700	GW	1989-10-16	10:45	AST	33.52					m	2	U	U	A
USGS	180006066123700	GW	1989-11-20	13:03	AST	33.93					m	2	U	U	A
USGS	180006066123700	GW	1989-12-11	11:05	AST	34.35					m	2	U	U	A
USGS	180006066123700	GW	1990-03-20	13:58	AST	35.83					m	2	U	U	A
USGS	180006066123700	GW	1990-04-12	09:26	AST	36.10					m	2	U	U	A
USGS	180006066123700	GW	1990-05-04	11:52	AST	36.38					m	2	U	U	A
USGS	180006066123700	GW	1990-06-04	09:48	AST	36.79					m	2	U	U	A
USGS	180006066123700	GW	1990-07-10	12:00	AST	37.3					m	1	U	S	A
USGS	180006066123700	GW	1990-08-07	10:42	AST	37.6					m	1	U	S	A
USGS	180006066123700	GW	1990-09-05	14:28	AST	38.1					m	1	U	S	A
USGS	180012066125500	GW	1987-10-08			79.39					D	2	U	S	A
USGS	180012066125500	GW	1987-10-14			73.01					D	2	U	S	A
USGS	180012066125500	GW	1987-10-26			73.16					D	2	U	S	A
USGS	180012066125500	GW	1987-11-02			73.45					D	2	U	S	A
USGS	180012066125500	GW	1987-11-18			73.40					D	2	U	S	A
USGS	180012066125500	GW	1987-12-01			70.22					D	2	U	S	A
USGS	180012066125500	GW	1987-12-03			68.20					D	2	U	S	A
USGS	180012066125500	GW	1987-12-07			65.47					D	2	U	S	A
USGS	180012066125500	GW	1987-12-11			64.12					D	2	U	S	A
USGS	180012066125500	GW	1987-12-14			63.14					D	2	U	S	A
USGS	180012066125500	GW	1987-12-15			62.90					D	2	U	S	A
USGS	180012066125500	GW	1987-12-21			60.93					D	2	U	S	A
USGS	180012066125500	GW	1987-12-23			60.44					D	2	U	S	A
USGS	180012066125500	GW	1988-01-04			58.45					D	2	U	S	A
USGS	180012066125500	GW	1988-01-11			57.49					D	2	U	S	A
USGS	180012066125500	GW	1988-01-19			56.70					D	2	U	S	A
USGS	180012066125500	GW	1988-01-25			56.31					D	2	U	S	A
USGS	180012066125500	GW	1988-02-04			55.98					D	2	U	S	A
USGS	180012066125500	GW	1988-02-08			55.92					D	2	U	S	A
USGS	180012066125500	GW	1988-02-16			55.85					D	2	U	S	A
USGS	180012066125500	GW	1988-02-22			55.90					D	2	U	S	A
USGS	180012066125500	GW	1988-02-29			55.85					D	2	U	S	A
USGS	180012066125500	GW	1988-03-07			56.14					D	2	U	S	A
USGS	180012066125500	GW	1988-04-14	14:00	AST	57.00					m	2	U	S	A
USGS	180012066125500	GW	1988-05-10	14:31	AST	58.01					m	2	U	S	A
USGS	180012066125500	GW	1988-06-09	11:26	AST	59.31					m	2	U	S	A
USGS	180012066125500	GW	1988-07-14	10:48	AST	60.86					m	2	U	S	A
USGS	180012066125500	GW	1988-08-09	12:36	AST	61.96					m	2	U	S	A
USGS	180012066125500	GW	1988-09-19	11:41	AST	63.16					m	2	U	S	A
USGS	180012066125500	GW	1988-10-13	11:01	AST	64.14					m	2	U	S	A
USGS	180012066125500	GW	1988-11-10	10:26	AST	64.69					m	2	U	S	A
USGS	180012066125500	GW	1988-12-13	12:24	AST	65.27					m	2	U	S	A
USGS	180012066125500	GW	1989-01-17	11:09	AST	66.09					m	2	U	S	A
USGS	180012066125500	GW	1989-02-10	09:46	AST	66.76					m	2	U	S	A
USGS	180012066125500	GW	1989-03-15	09:47	AST	67.61					m	2	U	S	A
USGS	180012066125500	GW	1989-04-10	09:20	AST	68.29					m	2	U	S	A
USGS	180012066125500	GW	1989-05-10	13:35	AST	69.15					m	2	U	S	A
USGS	180012066125500	GW	1989-07-25	11:46	AST	71.00					m	2	U	S	A
USGS	180012066125500	GW	1989-10-13	11:33	AST	71.95					m	2	U	U	A
USGS	180012066125500	GW	1989-11-20	12:16	AST	72.21					m	2	U	U	A
USGS	180012066125500	GW	1990-03-16	13:37	AST	73.64					m	2	U	U	A
USGS	180012066125500	GW	1990-04-11	12:54	AST	73.98					m	2	U	U	A
USGS	180012066125500	GW	1990-05-04	12:10	AST	74.29					m	2	U	U	A
USGS	180012066125500	GW	1990-06-04	09:04	AST	74.84					m	2	U	U	A
USGS	180012066125500	GW	1990-07-10	11:16	AST	75.2					m	1	U	S	A
USGS	180012066125500	GW	1990-08-07	11:20	AST	75.5					m	1	U	S	A
USGS	180012066125500	GW	1990-09-05	13:25	AST	75.9					m	1	U	S	A
